ParticipantID,Age,HomeSize,MonthlyElectricityConsumption,MonthlyWaterConsumption,Rating,Location_Suburban,Location_Urban,DietType_Mostly Animal-Based,DietType_Mostly Plant-Based,TransportationMode_Car,TransportationMode_Public Transit,TransportationMode_Walk,EnergySource_Non-Renewable,EnergySource_Renewable,HomeType_House,HomeType_Other,Gender_Male,Gender_Non-Binary,Gender_Prefer not to say,LocalFoodFrequency_Often,LocalFoodFrequency_Rarely,LocalFoodFrequency_Sometimes,ClothingFrequency_Often,ClothingFrequency_Rarely,ClothingFrequency_Sometimes,SustainableBrands_True,EnvironmentalAwareness_2,EnvironmentalAwareness_3,EnvironmentalAwareness_4,EnvironmentalAwareness_5,CommunityInvolvement_Low,CommunityInvolvement_Moderate,UsingPlasticProducts_Often,UsingPlasticProducts_Rarely,UsingPlasticProducts_Sometimes,DisposalMethods_Composting,DisposalMethods_Landfill,DisposalMethods_Recycling,PhysicalActivities_Low,PhysicalActivities_Moderate
52,-0.6750961117217834,0.7921422765327872,0.7314305557902865,0.9485829539372487,1,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
53,0.06366037895622065,-0.2502405040541614,-1.3456457436597071,-1.0540627823715851,5,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
54,-1.0780541975461493,-0.8458878072467033,-0.016316912011711215,0.25378749440153087,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True
55,1.0710555935171353,0.4198627120374484,-0.7640643798137089,-0.27752668053754753,5,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
56,-1.34669292142906,-0.6225200685495001,0.6483475038122868,0.866842311638929,1,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
57,-0.20497834492668993,-0.10132867825602584,0.23293224392228803,0.4581391001473302,3,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
58,0.8695765506049523,-1.218167371742042,-1.013313535747708,-0.5227486074325068,5,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
59,-0.8094154736632387,1.0155100152299905,0.9806797117242858,1.2755455231305277,1,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
60,0.3322991028391312,-0.7416495291880085,-0.9302304837697084,-0.6862298920291463,5,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
61,-0.5407767497803281,-0.02687276535695809,-0.09939996398971096,0.21291717325237097,3,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
62,1.1382152744878629,-1.1288202762631607,1.3130119196362848,1.520767450025487,1,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
63,-1.1452138785168768,-0.3544787821128562,-1.5118118476157067,-1.2584143881173846,5,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
64,-0.0034993020145069886,-0.6671936162889408,-0.4317321719017099,-0.03230475364258829,4,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
65,0.93673623157568,0.4943186249365162,0.31601529590028776,0.6216203847439697,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
66,-0.8765751546339663,-1.2777321020612964,0.8145136077682863,1.0303235962355686,1,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
67,0.26513942186840356,-0.1460022259954665,-1.1794796397037077,-0.8905814977749457,5,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
68,-0.6079364307510557,-0.8756701724063305,-0.016316912011711215,0.2946578155506907,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
69,1.2053749554585906,1.1942042061877531,1.3960949716142845,1.6025080923238066,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
70,-1.481012283370515,-1.352188014960364,-1.6364364255827062,-1.4627659938631838,5,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
71,-0.27213802589741753,0.2411685210796858,-0.6394398018467093,-0.23665635938838767,4,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
72,0.6009378267220418,0.6581216333144653,0.5237229258452871,0.7442313481914493,4,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
73,-0.6750961117217834,0.8368158242722278,0.8145136077682863,1.0303235962355686,1,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
74,0.06366037895622065,-0.7863230769274492,-1.2210211656927075,-0.9723221400732655,5,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
75,-1.0780541975461493,0.01780078238248256,0.025224613977288656,0.2946578155506907,3,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True
76,1.0710555935171353,0.5389921726759568,0.35755682188928767,0.6624907058931296,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
77,-1.34669292142906,-0.6076288859696866,0.6898890298012866,0.9077126327880889,1,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
78,-0.20497834492668993,0.16671260818061806,-0.5563567498687095,-0.1549157170900679,4,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
79,0.8695765506049523,-1.2032761891622286,-0.9717720097587084,-0.4818782862833469,5,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
80,-0.8094154736632387,0.9410541023309227,0.9391381857352858,1.2346752019813678,1,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
81,0.3322991028391312,-0.7565407117678221,-1.387187269648707,-1.0540627823715851,5,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
82,-0.5407767497803281,0.07736551270173676,0.1083076659552884,0.3355281366998506,3,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
83,1.1382152744878629,-1.1139290936833472,1.2714703936472849,1.4798971288763272,1,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
84,-1.1452138785168768,-0.294914051793602,-1.054855061736708,-0.7271002131783062,5,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
85,-0.0034993020145069886,-0.6820847988687543,-0.47327369789070983,-0.07317507479174816,4,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
86,0.93673623157568,0.5241009900961433,0.2744737699112879,0.5807500635948099,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
87,-0.8765751546339663,-1.2851776933512031,0.9391381857352858,1.152934559683048,1,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
88,0.26513942186840356,-0.13111104341565294,-1.1379381137147078,-0.9314518189241056,5,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
89,-0.6079364307510557,-0.8607789898265169,-0.05785843800071109,0.25378749440153087,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True
90,1.2053749554585906,0.4496450771970755,-0.722522853824709,-0.23665635938838767,5,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
91,-1.481012283370515,-0.592737703389873,0.6068059778232869,0.8259719904897691,1,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
92,-0.27213802589741753,-0.07154631309639874,0.19139071793328816,0.41726877899817033,3,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
93,0.7352571886634971,-1.1958305978723218,-0.8886889577807086,-0.40013764398502716,5,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
94,-0.7422557926925111,0.9857276500703633,1.1053042896912855,1.3164158442796876,1,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
95,0.13082005992694828,-0.7267583466081949,-0.3901906459127101,0.008565567506571592,4,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
96,-1.0108945165754217,0.00290959980266901,0.23293224392228803,0.4581391001473302,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
97,0.8024168696342248,-1.1362658675530677,1.229928867658285,1.4390268077271673,1,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
98,-1.4138526023997875,-0.36936996469266975,-1.5533533736047065,-1.3401550304157044,5,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
99,-0.27213802589741753,-0.6374112511293136,-0.3486491199237102,0.049435888655731466,4,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
100,0.6009378267220418,0.6283392681548381,0.44063987386728737,0.6624907058931296,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
101,-0.40645738783887286,-0.2055669563147207,-0.9302304837697084,-0.6862298920291463,5,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
102,-1.2795332404583322,-0.8012142595072627,0.025224613977288656,0.25378749440153087,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
103,1.0710555935171353,0.598556902995211,0.3990983478782875,0.6216203847439697,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
104,-1.0108945165754217,-1.2330585543218557,1.0637627637022855,1.3572861654288475,1,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
105,0.19797974089767595,0.09225669528155031,-0.6809813278357092,-0.27752668053754753,5,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
106,-0.6750961117217834,-0.8309966246668898,-0.05785843800071109,0.17204685210321108,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True
107,1.0038959125464078,1.1346394758684988,1.4376364976032843,1.6433784134729665,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
108,-1.2123735594876046,-1.322405649800737,-1.5533533736047065,-1.2992847092665445,5,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
109,-0.07065898298523463,0.21138615592005872,-0.5563567498687095,-0.1549157170900679,4,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
110,0.8024168696342248,0.7027951810539059,0.6068059778232869,0.8259719904897691,4,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
111,-0.8765751546339663,-0.5629553382302459,0.7729720817792863,0.9894532750864086,1,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
112,0.26513942186840356,-0.19067577373490716,-1.2210211656927075,-0.9723221400732655,5,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
113,-0.6079364307510557,-0.8161054420870762,0.025224613977288656,0.21291717325237097,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
114,1.0710555935171353,-1.121374684973254,1.1883873416692852,1.4390268077271673,1,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
115,-1.1452138785168768,-0.30980523437341556,-1.4702703216267068,-1.2175440669682247,5,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
116,-0.0034993020145069886,-0.6374112511293136,-0.4317321719017099,-0.11404539594090804,4,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
